OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
1478,4092017117,MY WAY TAVERN,522 ST. MARY'S ST ,,RALEIGH,NC,27605,(919) 900-8273,2015-12-04T00:00:00.000Z,Restaurant,11099,-78.65060422,35.78716434,M
1479,4092015696,GOLDEN CORRAL #935,6129 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 782-4880,2010-08-09T00:00:00.000Z,Restaurant,11104,-78.70308379,35.85557032,M
1480,4092040249,ROLL DOGS EXPRESS (WCID #393),1300 N MAIN ST ,ROSE'S,FUQUAY VARINA,NC,27526,(757) 705-1060,2010-10-08T00:00:00.000Z,Pushcarts,11111,-78.77767412,35.59054043,M
1481,4092017017,PANDA GARDEN,1440-103 BROGDEN WOODS DR ,,WAKE FOREST,NC,28587,(919) 848-5883,2015-09-04T00:00:00.000Z,Restaurant,11129,-78.69439726,35.98988119,M
1482,4092017016,KRAFTY'S BURGERS &amp; BREWS,1177 TIMBER DR E ,,GARNER,NC,27529,(919) 329-8000,2015-09-03T00:00:00.000Z,Restaurant,11130,-78.57544773,35.68894454,M
1483,4092017256,DALAT ASIA GRANDMA'S KITCHEN,2109-110 AVENT FERRY  RD ,,RALEIGH,NC,27606,(919) 832-7449,2016-07-07T00:00:00.000Z,Restaurant,11139,-78.67658538,35.77936846,M
1484,4092017284,WENDY'S #6304,1809 N HARRISON AVE ,,CARY,NC,27513,(919) 677-9002,2016-08-15T00:00:00.000Z,Restaurant,11169,-78.76795619,35.83059405,M
1485,4092016733,CAROLINA BARBECUE,733 US 70 HWY W ,,GARNER,NC,27529,(877) 588-2271,2014-08-22T00:00:00.000Z,Restaurant,11180,-78.62634399,35.71170595,M
1486,4092013400,Woodland Terrace Independent Living Foodservices,300 KILDAIRE WOODS DR ,,CARY,NC,27511-7708,(919) 465-0356,2001-09-05T00:00:00.000Z,Restaurant,11201,-78.7790102,35.76613538,M
1487,4092016269,CHIPOTLE #1946,1516 VILLAGE MARKET  PL ,,MORRISVILLE,NC,27560,(919) 238-3971,2012-09-27T00:00:00.000Z,Restaurant,11203,-78.81676023,35.80454378,M
1488,4092017137,Crepe Traditions,141-111 Park at North Hills ,,RALEIGH,NC,27609,(919) 977-5374,2016-01-27T00:00:00.000Z,Restaurant,11207,-78.63903248,35.837177,M
1489,4092016595,SMITHFIELD'S CHICKEN'N BAR-B-Q,7911 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(919) 661-9151,2014-01-03T00:00:00.000Z,Restaurant,11214,-78.69699987,35.66636356,M
1490,4092030348,I Really Mean It (WCID # 614),2664 Timber DR ,,GARNER,NC,27529,(805) 338-4883,2017-10-17T00:00:00.000Z,Mobile Food Units,11216,-78.63679241,35.71604965,M
1491,4092017200,SOUTHERN PEAK BREWERY,950-100 WINDY RD ,,APEX,NC,27502,(919) 314-7300,2016-04-08T00:00:00.000Z,Restaurant,11224,-78.84382331,35.74652946,M
1492,4092017698,HWY 55 BURGERS SHAKES &amp; FRIES,3421 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 567-3007,2017-10-13T00:00:00.000Z,Restaurant,11236,-78.72370094,35.62481705,M
1493,4092017723,SUSHI THAI CARY,106 KILMAYNE DR ,,CARY,NC,27511-4465,(919) 467-5747,2017-11-08T00:00:00.000Z,Restaurant,11240,-78.78304446,35.77049321,M
1494,4092017722,Chopt North Ridge,6004 Falls of Neuse RD ,,RALEIGH,NC,27609,(919) 232-0573,2017-11-03T00:00:00.000Z,Restaurant,11241,-78.61995347,35.86546488,M
1495,4092017735,Starbucks T2D,2400 John Brantley BLVD ,Terminal 2,RALEIGH,NC,27623,(919) 840-4409,2017-11-15T00:00:00.000Z,Restaurant,11242,0,0,U
1496,4092017745,FARINA NEIGHBORHOOD ITALIAN,8450 HONEYCUTT RD ,B-100,RALEIGH,NC,27615,(919) 890-0143,2017-11-29T00:00:00.000Z,Restaurant,11243,-78.62166097,35.89510574,M
1497,4092014377,Earth Fare The Healthy Supermarket Restaurant,10341 Moncreiffe RD,,RALEIGH,NC,27617,(919) 433-1390,2005-08-24T00:00:00.000Z,Restaurant,11247,-78.79210079,35.89996272,M
1498,4092021352,Earth Fare The Healthy Supermarket Produce,10341 Moncreiffe RD ,,RALEIGH,NC,27617,(828) 712-4504,2005-08-24T00:00:00.000Z,Food Stand,11248,-78.79210079,35.89996272,M
1499,4092016387,THE HAT RACK (RED HAT 9TH FLOOR),100 E DAVIE ST ,,RALEIGH,NC,27601,(919) 301-3062,2013-03-13T00:00:00.000Z,Restaurant,11252,-78.63762576,35.77518054,M
1500,4092017268,WENDYS #6317,1374 N MAIN ST ,,FUQUAY VARINA,NC,27526-2617,(919) 557-0139,2016-08-19T00:00:00.000Z,Restaurant,11255,-78.77582077,35.59164945,M
1501,4092017297,WENDY'S #6318,1020 TIMBER  DR ,,GARNER,NC,27529,(919) 457-9999,2016-08-26T00:00:00.000Z,Restaurant,11256,-78.58031768,35.68908356,M
1502,4092014674,Pei Wei Asian Diner #0116,1107 -101 Walnut ST,,CARY,NC,27511,(919) 337-0050,2006-09-07T00:00:00.000Z,Restaurant,11261,-78.76293052,35.77143524,M
1503,4092014706,Costco Wholesale #645 Food Court,2838 Wake Forest RD ,,RALEIGH,NC,27609,(919) 755-2816,2006-10-24T00:00:00.000Z,Restaurant,11264,-78.62231539,35.81825512,M
1504,4092014716,Bruegger`s Bagel Bakery #93-0683,8231 Brier Creek PKY,,RALEIGH,NC,27617,(919) 484-8262,2006-11-02T00:00:00.000Z,Restaurant,11265,-78.78334742,35.90685073,M
1505,4092021871,STEVE'S MINI MART,807 W GARNER RD ,,GARNER,NC,27529,(919) 779-7713,2015-09-03T00:00:00.000Z,Food Stand,11268,-78.61343438,35.71080189,M
1506,4092017861,Raleigh Meat Market,"3110 New Bern  Ave, Ste 110",,RALEIGH,NC,27610,(919) 322-4004,2018-06-15T00:00:00.000Z,Restaurant,11270,-78.58674652,35.78850914,M
1507,4092018019,Domino's #5561,5950-103 Poyner Village PKY ,,RALEIGH,NC,27616,(984) 242-4471,2019-01-03T00:00:00.000Z,Restaurant,11271,-78.57016713,35.86511257,M
1508,4092025234,Publix 1552 Meat,425 Emissary DR ,,CARY,NC,27519,(919) 388-7201,2018-11-02T00:00:00.000Z,Food Stand,11272,-78.90346579,35.82437327,M
1509,4092017345,SUBWAY #25595,10760 Wakefield Commons DR ,Suite 103,RALEIGH,NC,27614,(919) 453-2783,2016-10-28T00:00:00.000Z,Restaurant,11275,-78.5408878,35.94279833,M
1510,4092015068,Subway #40338,6209-128 Rock Quarry  RD ,,RALEIGH,NC,27610,(919) 773-4101,2008-02-20T00:00:00.000Z,Restaurant,11284,-78.6138953,35.76163412,T
1511,4092016774,BENELUX COFFEE,402-118 OBERLIN ROAD,,RALEIGH,NC,27605,(919) 900-8294,2014-10-02T00:00:00.000Z,Restaurant,11292,-78.6629145,35.78942926,M
1512,4092021741,CHARLEY'S PHILLY STEAKS,1105  WALNUT ST ,,CARY,NC,27511,(919) 651-9339,2013-05-06T00:00:00.000Z,Food Stand,11294,-78.76025493,35.77377018,T
1513,4092016421,MEI WEI ASIAN DINER,1424 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 762-7128,2013-05-07T00:00:00.000Z,Restaurant,11296,-78.77067049,35.59261337,M
1514,4092017303,SHEETZ #607,40 CABELA DR ,,GARNER,NC,27529,(919) 662-1390,2016-08-16T00:00:00.000Z,Restaurant,11297,-78.58532113,35.69803233,M
1515,4092040340,FRESH OUTTA BROOKLYN (WCID #550),222 W HARGETT ST ,,RALEIGH,NC,27603,(757) 706-2082,2016-07-12T00:00:00.000Z,Pushcarts,11301,-78.64260748,35.77905587,M
1516,4092013480,McDonald's #5105,2801 Wake Forest RD ,,RALEIGH,NC,27609,(919) 821-3297,2001-12-19T00:00:00.000Z,Restaurant,11306,-78.62471373,35.81912811,M
1517,4092015321,SUBWAY #12460,706 W PEACE ST ,,RALEIGH,NC,27605,(919) 834-0605,2009-01-12T00:00:00.000Z,Restaurant,11314,-78.64931864,35.78886208,M
1518,4092021934,CIRCLE K #2720457,705 E WILLIAMS ST ,,APEX,NC,27502,(919) 362-1164,2016-02-24T00:00:00.000Z,Food Stand,11317,-78.84527736,35.72350124,M
1519,4092021609,HAWKSNEST GRILL,201 SOCCER PARK  DR ,,CARY,NC,27513,(919) 621-2168,2010-03-19T00:00:00.000Z,Food Stand,11318,-78.75541848,35.78408766,M
1520,4092017046,DOS TAQUITOS,6101 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 787-3373,2015-09-30T00:00:00.000Z,Restaurant,11321,-78.70209872,35.85487833,M
1521,4092017048,FOOD LION #2196 DELI,3609 DAVIS DR ,,MORRISVILLE,NC,27560,(919) 469-4195,2015-10-07T00:00:00.000Z,Restaurant,11322,-78.84918533,35.82217686,M
1522,4092021917,FOOD LION #1669 PRODUCE,1601 CROSS LINK RD ,,RALEIGH,NC,27610,(919) 807-1397,2015-10-29T00:00:00.000Z,Food Stand,11323,-78.61481761,35.75482137,M
1523,4092017092,CHICK-FIL-A #3448,7107 O'KELLY CHAPEL RD ,,CARY,NC,27519,(919) 466-9525,2015-11-17T00:00:00.000Z,Restaurant,11324,-78.88733312,35.84521706,M
1524,4092017096,ROSALINI'S PIZZA &amp; SUBS,6210 ROGERS  RD ,,ROLESVILLE,NC,27571,(919) 453-1466,2015-11-30T00:00:00.000Z,Restaurant,11325,-78.4674394,35.92192967,M
1525,4092017937,Tadka Indian Grill,243 Grande Heights ,,CARY,NC,27513,(919) 650-2240,2018-09-21T00:00:00.000Z,Restaurant,11326,-78.7805746,35.804703,M
1526,4092017980,Four Points Cafe,1200 Hurricane Valley WAY ,,RALEIGH,NC,27607,,2018-11-14T00:00:00.000Z,Restaurant,11328,0,0,U
1527,4092018009,Asuka,2101 S MAIN ST ,STE 104,WAKE FOREST,NC,27587,(919) 570-2828,2018-12-27T00:00:00.000Z,Restaurant,11329,-78.53310077,35.94802112,M
1528,4092018006,Publix 1551 Deli,9640 Leesville RD ,,27613,NC,27613,(919) 848-3480,2018-11-26T00:00:00.000Z,Restaurant,11330,-78.72751611,35.90443129,M
1529,4092016426,JERSEY MIKES 3133,2055 RENAISSANCE PARK  PL ,,CARY,NC,27513,(919) 650-3595,2013-05-14T00:00:00.000Z,Restaurant,11333,-78.77209428,35.82791688,M
1530,4092016114,Chick-Fil-A at North Hills,4154-114 Main at N Hills Street,,RALEIGH,NC,27609,(919) 510-0100 ext. 0,2012-03-07T00:00:00.000Z,Restaurant,11336,-78.64285669,35.83704421,M
1531,4092021702,HARRIS TEETER #136 PRODUCE,9600 FALLS OF NEUSE  RD ,,RALEIGH,NC,27615,(919) 676-6614,2012-03-09T00:00:00.000Z,Food Stand,11338,-78.60015155,35.90522894,M
1532,4092016125,PANERA BREAD #1649,7840 ALEXANDER PROMENADE PL ,Ste 100,RALEIGH,NC,27617,(919) 293-0900,2012-03-28T00:00:00.000Z,Restaurant,11339,-78.77695631,35.91424375,M
1533,4092016107,PORT CITY JAVA NELSON,2801 FOUNDERS DR ,,RALEIGH,NC,27695,(919) 515-0458,2012-02-23T00:00:00.000Z,Restaurant,11347,-78.67872874,35.78448278,M
1534,4092021907,CIRCLE K #2723633,2105 TEN TEN RD ,,APEX,NC,27539,(919) 387-3800,2015-10-13T00:00:00.000Z,Food Stand,11355,-78.81902989,35.72170438,M
1535,4092017026,N. C. BAGEL CAFE &amp; DELI,3108 GRACE PARK DR ,,MORRISVILLE,NC,27560,(919) 469-2777,2015-12-19T00:00:00.000Z,Restaurant,11357,-78.84652326,35.82111262,M
1536,4092011175,Neo-Asia,6602 GLENWOOD AVE ,,RALEIGH,NC,27612-7136,(919) 783-8383,1992-10-06T00:00:00.000Z,Restaurant,11359,-78.70776115,35.86036201,M
1537,4092021975,PUBLIX #1514 SEAFOOD,1030 FORESTVILLE RD ,,WAKE FOREST,NC,27587,(919) 556-6671,2016-08-30T00:00:00.000Z,Food Stand,11361,-78.5075981,35.94611021,M
1538,4092016364,CHOPSTIX,5607 CREEDMOOR RD ,,RALEIGH,NC,27612,(919) 781-6268,2013-01-29T00:00:00.000Z,Restaurant,11362,-78.68200551,35.85879117,M
1539,4092017225,EAST COAST WINGS NC127,12646-168 CAPITAL BLVD ,,WAKE FOREST,NC,27263,(984) 377-3294,2016-05-05T00:00:00.000Z,Restaurant,11364,-78.53036367,35.99016598,M
1540,4092017247,Bruno's Italian Bistro,1248 S MAIN ST ,,WAKE FOREST,NC,27587,(919) 263-8457,2016-06-14T00:00:00.000Z,Restaurant,11366,-78.51860143,35.9622155,M
1541,4092017484,CHOPT,420 DANIELS ST ,,RALEIGH,NC,27605,(919) 670-2333,2016-12-08T00:00:00.000Z,Restaurant,11371,-78.66025735,35.7899673,M
1542,4092017481,ANOTHER BROKEN EGG CAFE,1103 PARKSIDE MAIN ST ,,CARY,NC,27519,(919) 466-0718,2016-12-04T00:00:00.000Z,Restaurant,11372,-78.88929435,35.84836238,M
1543,4092021314,Speedway #6986,3912 Western BLVD ,,RALEIGH,NC,27606,(919) 833-1021,2005-03-14T00:00:00.000Z,Food Stand,11382,-78.69058094,35.78469261,M
1544,4092014485,Cappolla`s Pizza &amp; Grill,1857 Aversboro RD,,GARNER,NC,27529,(919) 661-4774,2006-01-18T00:00:00.000Z,Restaurant,11398,-78.61583976,35.68506666,M
1545,4092015817,CHOW,8311 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 841-4995,2010-11-10T00:00:00.000Z,Restaurant,11399,-78.68223183,35.90105252,M
1546,4092015861,LUCKY 7,906 NE MAYNARD RD ,,CARY,NC,27513,(919) 380-7550,2011-01-10T00:00:00.000Z,Restaurant,11400,-78.7683811,35.80043605,M
1547,4092016391,MOE'S SOUTHWEST GRILL #838,770  W WILLIAMS ST ,,APEX,NC,27502,(919) 303-0061,2013-03-20T00:00:00.000Z,Restaurant,11401,-78.86276064,35.73803218,M
1548,4092040285,BACKYARD BISTRO PUSHCART (WCID #444),201 SOCCER PARK  DR ,WAKEFIELD SOCCER PARK,CARY,NC,27513,(919) 621-2168,2013-02-04T00:00:00.000Z,Pushcarts,11402,-78.75541848,35.78408766,M
1549,4092014447,La Rancherita Mexican Restaurant,7420 Six Forks RD ,,RALEIGH,NC,27615,(919) 844-6330,2005-12-08T00:00:00.000Z,Restaurant,11415,-78.64526778,35.88157372,M
1550,4092014503,China Fu,1121-103 Falls River AVE,,RALEIGH,NC,27614,(919) 866-0009,2006-02-16T00:00:00.000Z,Restaurant,11417,-78.58829014,35.90616936,M
1551,4092015847,DUNKIN DONUTS #349131,8401 CAPITAL  BLVD ,,RALEIGH,NC,27616,(919) 521-4960,2010-12-20T00:00:00.000Z,Restaurant,11419,-78.5598497,35.89383244,M
1552,4092040354,Yummy Dogs #2 (WCID #587),100 E Martin ST ,,RALEIGH,NC,27601,(919) 400-0318,2017-12-06T00:00:00.000Z,Pushcarts,11431,-78.63824697,35.77683968,M
1553,4092110522,Lincoln Heights Elementary School Cafeteria,307 Bridges ST ,,FUQUAY-VARINA,NC,27526,(919) 557-2592,2017-12-19T00:00:00.000Z,Public School Lunchrooms,11433,0,0,U
1554,4092015859,POPEYES #11025,3699 NEW BERN AVE ,,RALEIGH,NC,27610,(919) 803-7777,2011-01-07T00:00:00.000Z,Restaurant,11454,-78.57923704,35.79885313,M
1555,4092010775,Upper Deck,329 N HARRISON AVE,,CARY,NC,27513-4560,(919) 460-1786,1991-05-06T00:00:00.000Z,Restaurant,11455,-78.78374109,35.78994545,M
1556,4092010237,El Dorado Mexican Restaurant,2811 Brentwood Rd,,RALEIGH,NC,27604-3225,(919) 821-3735,1991-05-02T00:00:00.000Z,Restaurant,11459,-78.59615202,35.81727946,M
1557,4092021924,FOOD LION #624 PRODUCE,2458 SW CARY PKY ,,CARY,NC,27513,(919) 481-0052,2015-12-09T00:00:00.000Z,Food Stand,11472,-78.82085718,35.76363975,M
1558,4092017131,THE STATE CLUB,2450 ALUMNI DR ,,RALEIGH,NC,27606,(919) 515-0554,2016-01-04T00:00:00.000Z,Restaurant,11473,-78.67968011,35.76286993,M
1559,4092017945,MCDONALDS #13362,4801 SW CARY  PKY ,,CARY,NC,27511,(919) 481-1500,2018-09-28T00:00:00.000Z,Restaurant,11488,-78.82984564,35.78912051,M
1560,4092021971,SAM'S CLUB #6976 ROTISSERIE,11460 ROYAL COTTON RD ,,WAKE FOREST,NC,27587,(919) 263-6134,2016-08-22T00:00:00.000Z,Food Stand,11491,-78.53862938,35.95675315,M
1561,4092300262,TODAY ASIA MARKET,1207 KILDAIRE FARM  RD ,,CARY,NC,27511,(919) 380-0588,2013-01-14T00:00:00.000Z,Meat Market,11493,-78.78219496,35.76380548,M
1562,4092021882,CHICK-FIL-A CRABTREE VALLEY MALL #00060 ,4325  GLENWOOD AVE ,UNIT 2040,RALEIGH,NC,27612,(919) 782-1911,2015-09-30T00:00:00.000Z,Food Stand,11501,-78.68184484,35.84183815,T
1563,4092021876,FOOD LION #2196 PRODUCE,3609 DAVIS DR ,,MORRISVILLE,NC,27560,(919) 469-4195,2015-09-16T00:00:00.000Z,Food Stand,11502,-78.84918533,35.82217686,M
1564,4092016582,APEX WINGS,518 E WILLIAMS ST ,,APEX,NC,27502-2151,(919) 387-0082,2013-12-20T00:00:00.000Z,Restaurant,11507,-78.84778574,35.72374776,M
1565,4092016600,LUGANO RISTORANTE,1060 DARRINGTON DR ,,CARY,NC,27513,(919) 468-7229,2014-01-21T00:00:00.000Z,Restaurant,11509,-78.81615412,35.79989381,M
1566,4092012312,Taco Bell,1205 LAURA VILLAGE RD ,,APEX,NC,27523-7140,(919) 363-6694,1998-10-06T00:00:00.000Z,Restaurant,11520,-78.83613851,35.74863998,M
1567,4092016759,HANGOVER GRILL,2908 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 834-6611,2014-09-30T00:00:00.000Z,Restaurant,11530,-78.67526404,35.7896214,M
1568,4092016775,TROPICAL SMOOTHIE NC21,3004 WAKE FOREST ROAD,SUITE 112,RALEIGH,NC,27609,(919) 916-5190,2014-10-03T00:00:00.000Z,Restaurant,11532,-78.62038753,35.82333592,M
1569,4092300272,RTP SABZI MANDI MEAT MARKET,1004-100 LOWER SHILOH WAY ,,MORRISVILLE,NC,27560,(919) 342-7171,2016-07-22T00:00:00.000Z,Meat Market,11534,-78.84631238,35.86492298,M
1570,4092025150,Harris Teeter #367 Starbucks,14520 John Rex BLVD ,,RALEIGH,NC,27614,(919) 554-4167,2017-10-24T00:00:00.000Z,Food Stand,11557,-78.54281974,35.94700335,M
1571,4092017751,Slices and Ices,1839 S Main ST ,,WAKE FOREST,NC,27587,(919) 453-1600,2017-11-28T00:00:00.000Z,Restaurant,11561,-78.52626449,35.95102854,M
1572,4092014787,Bruegger`s Bagels,10750 Wakefield Commons DR ,Ste 111,RALEIGH,NC,27614,(919) 453-2700,2007-01-25T00:00:00.000Z,Restaurant,11582,-78.54123068,35.94195641,M
1573,4092014804,Mura At North Hills,4121 Main At North Hills ST ,,RALEIGH,NC,27609,(919) 781-7887,2007-02-23T00:00:00.000Z,Restaurant,11585,-78.64323049,35.83718561,M
1574,4092014816,Byte Cafe,1009 THINK PLACE,,MORRISVILLE,NC,27560,(919) 294-1336,2007-03-05T00:00:00.000Z,Restaurant,11586,-78.83774058,35.85808511,M
1575,4092021562,LOWES FOODS #239 PRODUCE,932 GATEWAY COMMONS  CIR ,,WAKE FOREST,NC,27587,(919) 554-0537,2009-03-03T00:00:00.000Z,Food Stand,11589,-78.49517848,35.9673291,M
1576,4092015913,SAS BUILDING C CAFE,820 SAS CAMPUS DR ,,CARY,NC,27513,(919) 531-8651,2011-03-16T00:00:00.000Z,Restaurant,11597,-78.75122071,35.81750425,M
1577,4092016439,RANDY'S PIZZA,2458 WYCLIFF RD ,,RALEIGH,NC,27607,(919) 322-5990,2013-05-31T00:00:00.000Z,Restaurant,11599,-78.692995,35.81676997,M
1578,4092017518,SALSA AZTECA,7524 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545,,2017-01-26T00:00:00.000Z,Restaurant,11603,-78.47510595,35.79888025,M
1579,4092015059,Jimmy John`s #895,8204 Tryon Woods  DR ,Ste 118,RALEIGH,NC,27518,(919) 859-7377,2008-02-20T00:00:00.000Z,Restaurant,11607,-78.74169613,35.74700826,M
1580,4092110481,HERBERT AKINS ELEMENTARY LUNCHROOM,2255 HERBERT AKINS RD ,,FUQUAY VARINA,NC,27526,(919) 567-4120,2009-06-09T00:00:00.000Z,Public School Lunchrooms,11612,-78.80360393,35.6211291,M
1581,4092017717,Panera Bread #1643,1100 Village Market PL ,,Morrisville,NC,27560,,2017-10-24T00:00:00.000Z,Restaurant,11622,-78.81334286,35.80607737,M
1582,4092017461,AMORINO GELATO,137 E DAVIE ST ,,RALEIGH,NC,27601,(919) 239-4411,2016-11-15T00:00:00.000Z,Restaurant,11627,-78.63753225,35.77583605,M
1583,4092021990,H Mart Thai Pantry,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016-12-22T00:00:00.000Z,Food Stand,11628,-78.84865444,35.78921622,M
1584,4092017298,WENDY'S #6337,3701 NEW BERN AVE ,,RALEIGH,NC,27610,(919) 250-6034,2016-08-26T00:00:00.000Z,Restaurant,11636,-78.57735437,35.79810894,M
1585,4092017694,THE PIZZA DUDE,1763 W WILLIAMS ST ,,APEX,NC,27523,(919) 303-6686,2017-10-10T00:00:00.000Z,Restaurant,11638,-78.87770701,35.75964934,M
1586,4092017227,QUICKLY,4141 DAVIS DR ,,MORRISVILLE,NC,27560,(984) 465-0347,2016-05-19T00:00:00.000Z,Restaurant,11646,-78.85811603,35.8356265,M
1587,4092017274,HARRIS TEETER #43 STARBUCKS,3638 ROGERS RD ,,WAKE FOREST,NC,27587,(919) 562-9521,2016-06-24T00:00:00.000Z,Restaurant,11649,-78.50482681,35.94464173,M
1588,4092016386,BUFFALO WILD WINGS #439,121 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 577-0450,2013-03-12T00:00:00.000Z,Restaurant,11659,-78.84948074,35.66266499,M
1589,4092017264,WENDY'S #6325,3715 WESTERN BLVD ,,RALEIGH,NC,27606,(919) 821-3099,2016-08-30T00:00:00.000Z,Restaurant,11662,-78.68764087,35.78449034,M
1590,4092110518,HORTON'S CREEK ELEMENTARY SCHOOL CAFETERIA,7615 O'KELLY CHAPEL RD ,,CARY,NC,27519,(919) 694-8660,2017-06-21T00:00:00.000Z,Public School Lunchrooms,11664,-78.90733817,35.84188721,M
1591,4092017636,FULL BLOOM COFFEE AND CRAFT,141 W MAIN ST ,,GARNER,NC,27529,(919) 720-4013,2017-06-20T00:00:00.000Z,Restaurant,11666,-78.60641066,35.70708731,M
1592,4092040325,WICKED LINKS #1 (WCID #493),4601 CAPITAL BLVD,,RALEIGH,NC,27615,(919) 855-8548,2014-08-16T00:00:00.000Z,Pushcarts,11671,-78.58176392,35.84605672,M
1593,4092021446,Lowes Foods #191 Produce,9600 Strickland RD ,,RALEIGH,NC,27615,(919) 847-5661,2007-04-27T00:00:00.000Z,Food Stand,11672,-78.65568292,35.90277448,M
1594,4092016071,BURGER KING #2983,6500 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 322-2199,2011-12-19T00:00:00.000Z,Restaurant,11677,-78.70639613,35.85939254,M
1595,4092021295,Harris Teeter #21 Produce & Salad Bar,501 Oberlin RD ,,RALEIGH,NC,27605,(919) 828-9216,2004-09-23T00:00:00.000Z,Food Stand,11679,-78.66326182,35.79058333,M
1596,4092014180,Rey`s,1130 Buck Jones RD ,,RALEIGH,NC,27606,(919) 380-0122,2004-10-27T00:00:00.000Z,Restaurant,11681,-78.74145933,35.76818676,M
1597,4092015309,JUMBO CHINA,4424 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(919) 779-8858,2008-12-19T00:00:00.000Z,Restaurant,11685,-78.65687251,35.7197149,M
1598,4092017321,WENDY'S #6339,2091 S MAIN ST ,,WAKE FOREST,NC,27587,(919) 569-2133,2016-09-13T00:00:00.000Z,Restaurant,11687,-78.53253168,35.94845207,M
1599,4092017063,OISO SUSHI &amp; KOREAN,1305 NW MAYNARD RD ,,CARY,NC,27513,(919) 665-7587,2015-10-21T00:00:00.000Z,Restaurant,11697,-78.81098892,35.78581105,M
1600,4092030292,POBLANOS TACOS (WCID #543),5521 WALTON HILL RD ,,KNIGHTDALE,NC,27545,(919) 279-2656,2015-11-06T00:00:00.000Z,Mobile Food Units,11698,-78.45826466,35.76334759,M
1601,4092017093,TROPHY BREWING,656 MAYWOOD AVE ,,RALEIGH,NC,27603,(919) 246-4765,2015-11-17T00:00:00.000Z,Restaurant,11699,-78.65709499,35.76164642,M
1602,4092015349,GENKI RESTAURANT &amp; SUSHI BAR,3420 TEN TEN RD ,Suit 314,CARY,NC,27518,(919) 363-6636,2009-03-04T00:00:00.000Z,Restaurant,11713,-78.79278417,35.70189107,M
1603,4092017958,Johnny's Pizza #3,13654 Capital BLVD ,Suite 100,Wake Forest,NC,27587,(919) 556-0550,2018-10-03T00:00:00.000Z,Restaurant,11718,-78.5186746,36.00548951,M
1604,4092017954,La Cucina Italiana,10208 Chapel Hill RD ,,Morrisville,NC,27560,(919) 336-3138,2018-10-05T00:00:00.000Z,Restaurant,11719,-78.82634377,35.82831071,M
1605,4092110509,OAK VIEW ELEMENTARY SCHOOL CAFETERIA,11500 HOLLY SPRINGS NEW HILL ,,APEX,NC,27571,,2016-07-06T00:00:00.000Z,Public School Lunchrooms,11725,-78.86600938,35.66227694,M
1606,4092017275,SHEETZ #600,1019 MORRISVILLE PKY ,,MORRISVILLE,NC,27560,(919) 388-0394,2016-07-07T00:00:00.000Z,Restaurant,11727,-78.82183146,35.80911724,M
1607,4092016002,CHIPOTLE #1659,2316 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 576-1894,2011-09-16T00:00:00.000Z,Restaurant,11732,-78.66664805,35.78770631,M
1608,4092016007,NC JAPAN EXPRESS,9660 FALLS OF NEUSE  RD ,STE 147,RALEIGH,NC,27615,(919) 846-1684,2011-09-16T00:00:00.000Z,Restaurant,11733,-78.60015155,35.90522894,M
1609,4092012179,Chick-fil-A #00678,2720 TIMBER DR ,,GARNER,NC,27529-2591,(919) 661-2448,1998-01-07T00:00:00.000Z,Restaurant,11738,-78.63762972,35.71712692,M
1610,4092015639,DUNKIN DONUTS #348561,8201 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 890-0089,2010-05-28T00:00:00.000Z,Restaurant,11753,-78.68124026,35.89863695,M
1611,4092030144,Tacos Estilo Hildalgo (Mario Resendiz-Trejo) (WCID # 068),101 Reed ST ,,CARY,NC,27511,(919) 455-3806,2005-11-23T00:00:00.000Z,Mobile Food Units,11761,-78.76292831,35.79014794,M
1612,4092015800,"Hwy 55 Burgers, Shakes &amp; Fries",4325  GLENWOOD  AVE ,Ste. 2034,RALEIGH,NC,27612,(919) 510-5016,2010-10-21T00:00:00.000Z,Restaurant,11765,-78.68184484,35.84183815,T
1613,4092016343,PLAZA CAFE,411 FAYETTEVILLE ST ,STE 109,RALEIGH,NC,27601,(919) 758-8759,2013-07-25T00:00:00.000Z,Restaurant,11776,-78.63883977,35.77508557,M
1614,4092017153,SHISH KABOB ,9101 LEESVILLE  RD ,STE 141,RALEIGH,NC,27613,(919) 848-1211,2016-02-23T00:00:00.000Z,Restaurant,11777,-78.72548207,35.8967595,M
